Region,District,Chiefdom,Section,wp name,wp type,wp_func,wp_susta,wp_suita,ownership,maintenance,WASH comm,decl_ODF,extrac_type,time_repair,chlorination,maint_con
North,Port Loko,Sanda Magbolont,Kalangba,School well,protec dug_well,Functional but damaged,Always water,Yes,School,Local council,Yes,Yes,Hand pump,Over a month,Yes,Local council
North,Port Loko,Marampa,Bai Section Lunsar,Moore Street Stand Pipe3,public tap/kiosk,Functional in use,Always water,Yes,Community,Other community group,No,Yes,,never broken,,other
North,Koinadugu,Mongo,Mongo Bendugu,Banga street hand pump,protec dug_well,Functional in use,Seasonal,Yes,Community,Other community group,No,No,Hand pump,never broken,Yes,other
North,Port Loko,Marampa,24 Er ness Bai Kosoma sf 6,44 Ernest Bai Koroma water point,unprotec dug_well,Functional NOT in use,Always water,Yes,Community,WASH management committee,Yes,Yes,tap,Less than a week,No,WASH management committee
North,Port Loko,Marampa,Masokoma,Masokoma Water point,protec dug_well,Functional in use,Always water,Yes,Community,Other community group,No,Yes,Hand pump,Over a month,Yes,other
North,Koinadugu,Kasunko,Kasasie,Store well,protec dug_well,Functional in use,Seasonal,Yes,Community,Other community group,Yes,No,Hand pump,Over a month,No,other
North,Bombali,Sella Limba,Mateboi,Mateboi com well.,protec dug_well,Functional in use,Seasonal,Yes,Community,NGO,Yes,Yes,Hand pump,Over a month,Yes,NGO
North,Koinadugu, Folosaba Dembelia,Senekedugu,DEC primary school water point,protec dug_well,Functional in use,Always water,Yes,School,School,Yes,No,Hand pump,Over a month,No,School
North,Tonkolili,Kholifa Rowala,ropolo,pampana water point,protec dug_well,Functional in use,Seasonal,No,School,School,No,No,Hand pump,Over a month,No,School
North,Koinadugu,Kasunko,Madina Gbonkobor,Madina Gbonkobor,protec dug_well,under construction,Dry always / Never water,Uknown,Community,WASH management committee,Yes,No,Hand pump not yet complete,never broken,Unkown,WASH management committee
North,Port Loko,Marampa,koblo street lundar,Pa Alhajie shika Gbala water point,unprotec dug_well,Functional in use,Seasonal,Yes,Private Individual,Privat owner,No,Yes,"Hand manual (e.g. rope pump, rope & bucket)",Over a month,Yes,other
North,Koinadugu, Wara Wara Bafodia,Samamaia,Kasoka well,protec dug_well,Broken down,Seasonal,Yes,Community,Other community group,No,No,Hand pump,Less than a week,No,other
North,Port Loko,Kaffu Bullom,Yenkia,Community well,protec dug_well,Functional NOT in use,Dry always / Never water,Yes,Community,Other community group,Yes,Yes,Hand pump,never broken,No,other
North,Port Loko,Kaffu Bullom,Sumbuya,Musque,protec dug_well,Functional NOT in use,Dry always / Never water,Yes,Other Institution,Other Institution,No,Yes,"Hand manual (e.g. rope pump, rope & bucket)",More than a year,No,Other Institution
North,Tonkolili,Yoni,Mile 91,Stand pipe,public tap/kiosk,Functional in use,Seasonal,Yes,Community,SALWACO,Unknown,No,Gravity,Less than a week,,SALWACO
North,Tonkolili,Yoni,mile 91,ahmadyya,protec dug_well,Functional in use,Always water,Yes,School,School,No,No,Hand pump,never broken,Yes,School
North,Port Loko,Masimera,Mayolla-Raton,MCHP Maylla-Raton,protec dug_well,Functional in use,Seasonal,Yes,Health Facility,NGO,No,Don't know,Hand pump,I don't know,Yes,NGO
North,Koinadugu,Mongo,Mansadu,Hand dug Well,unprotec dug_well,Functional in use,Seasonal,Yes,Community,WASH management committee,Yes,No,"Hand manual (e.g. rope pump, rope & bucket)",More than a year,Yes,WASH management committee
North,Koinadugu, Wara Wara Yagala,Kathombo I,Kathombo I water point,gravity_scheme,Functional in use,Seasonal,Yes,Community,WASH management committee,Yes,No,Gravity,More than a year,Unkown,WASH management committee
North,Koinadugu, Folosaba Dembelia,Dogoloia,mosque road pump,gravity_scheme,under construction,Dry always / Never water,No,Community,Uknown,Yes,Yes,Gravity,never broken,No,Uknown
North,Port Loko,Marampa,matobo,matobo community water point,protec dug_well,Broken down,Always water,Yes,Community,Uknown,No,No,Hand pump,Over a month,No,Uknown
North,Koinadugu, Wara Wara Bafodia,Tealia,Speaker compound wellu,protec dug_well,Broken down,Dry always / Never water,No,Community,Privat owner,Yes,No,Hand pump,More than a year,No,other
North,Koinadugu, Folosaba Dembelia,Dogoloya,Street water point,gravity_scheme,under construction,Dry always / Never water,Uknown,SALWACO,SALWACO,Yes,No,Hydram pump,never broken,Unkown,SALWACO
North,Bombali,Safroko Limba,Kagbo,Kagbo Community Well .2,protec dug_well,Functional in use,Seasonal,Yes,Community,Other community group,No,No,Hand pump,Over a month,Yes,other
North,Port Loko,TMS,Bombeh,Evangelical Model Primary School Bombeh,protec dug_well,Broken down,Seasonal,Yes,School,School,No,Yes,Hand pump,Over a month,No,School
North,Koinadugu, Folosaba Dembelia,Kamasereh,community well,protec dug_well,Functional in use,Seasonal,Yes,Community,Other community group,No,No,Hand pump,never broken,No,other
North,Tonkolili,,matheleh bana,mateleh water point,borewell,Functional in use,Seasonal,Yes,Community,WASH management committee,Yes,No,Hand pump,Less than a week,No,WASH management committee
North,Port Loko,Buya Romende,Gbomsamba,Samba Kargbo,protec dug_well,Functional in use,Dry always / Never water,Yes,Private Individual,Privat owner,No,No,"Hand manual (e.g. rope pump, rope & bucket)",More than a year,No,other
North,Port Loko,TMS,Malakuray,Malakuray Secondary School,protec dug_well,Functional NOT in use,Seasonal,Yes,School,School,Yes,Yes,Hand pump,Over a month,No,School
North,Bombali,Gbendembu Ngowahun,Makai,Community Well,protec dug_well,Functional in use,Seasonal,Yes,Community,WASH management committee,Yes,No,Hand pump,Over a month,No,WASH management committee
North,Koinadugu,Mongo,Tambiaballia,Tambiaballia M.C.A.Primary school hand pump,protec dug_well,Broken down,Seasonal,No,School,School,No,No,Hand pump,More than a year,No,School
North,Koinadugu, Wara Wara Yagala,Affia,school well,protec dug_well,Functional NOT in use,Seasonal,Yes,School,School,Yes,Yes,Hand pump,Over a month,Yes,School
North,Bombali,Biriwa,Kamakorogbo,Kamakorogbo Community School well,protec dug_well,Broken down,Seasonal,Yes,School,School,No,No,Hand pump,Over a month,Yes,School
North,Tonkolili,Kholifa Rowala,Magburaka,prison,borewell,Functional NOT in use,Seasonal,Yes,Other Institution,Other Institution,Yes,No,Hand pump,Less than a week,Yes,Other Institution
North,Bombali,Sella Limba,Kamakwie 2,Islamic sec sch well 1 Kamakwie.,protec dug_well,Functional in use,Seasonal,Yes,School,School,No,No,Hand pump,Over a month,Yes,School
North,Koinadugu,Nieni,Alikalia,Alikalia community tap,public tap/kiosk,Functional in use,Seasonal,Yes,Community,Other community group,No,No,Gravity,Over a week,,other
North,Bombali,Sella Limba,Kabomboh,Kabomboh Com well 2,protec dug_well,Functional in use,Seasonal,Yes,Community,NGO,Yes,Yes,Hand pump,Over a week,Yes,NGO
North,Tonkolili,Tane,mamara,mara,protec dug_well,Functional in use,Always water,Yes,Community,Local council,Yes,Yes,Hand pump,I don't know,Yes,Local council
North,Koinadugu,Mongo,Fiaya,Fiaya M.C.A. Primary School Pump,protec dug_well,Broken down,Seasonal,Yes,School,School,No,No,Hand pump,Over a month,No,School
North,Port Loko,Buya Romende,Foredugu,Worreh Bana Farmers Association,protec dug_well,Functional in use,Seasonal,Yes,Other Institution,Other Institution,Unknown,Don't know,Hand pump,Over a week,Yes,Other Institution
North,Tonkolili,Kholifa Rowala,Old railway Agriculture community,Agriculture compound Water Point,protec dug_well,Functional in use,Seasonal,Yes,Community,Privat owner,No,Yes,Hand pump,never broken,Yes,other
North,Port Loko,TMS,Masinneh,Salifu Kamara,protec dug_well,under rehabilitation,Seasonal,Yes,Community,Other community group,No,Yes,Hand pump,Over a month,No,other
North,Port Loko,Buya Romende,Bombeh,ByThe Dry Floor,protec dug_well,Functional in use,Seasonal,Yes,Community,WASH management committee,Yes,Yes,"Hand manual (e.g. rope pump, rope & bucket)",never broken,Yes,WASH management committee
North,Koinadugu,Mongo,Karawane,Karawane,protec dug_well,under construction,Seasonal,Yes,Community,Other community group,No,No,Hand pump,Over a month,Yes,other
North,Koinadugu,Mongo,Masadu,Masadu Health facility hand pump,protec dug_well,Functional but damaged,Seasonal,Yes,Health Facility,Health Facility,Yes,No,Hand pump,Over a month,Yes,Health Facility
North,Koinadugu,Nieni,Yinffin,Stand pipe,public tap/kiosk,Broken down,Dry always / Never water,Uknown,Community,Other community group,No,No,Gravity,More than a year,,other
North,Kambia,Magbema,Katick bombeh,Hand pump,protec dug_well,Broken down,Always water,Yes,Community,No management,No,No,Hand pump,More than a year,No,No management
North,Koinadugu,Nieni,yinffin,Stand pipe,public tap/kiosk,Functional in use,Seasonal,Yes,Community,Other community group,Yes,No,Gravity,Over a month,,other
North,Bombali,Sella Limba,Kamakwie 2,Facing barrack Compound well Kamakwie 2.,protec dug_well,Functional NOT in use,Seasonal,Yes,Private Individual,Privat owner,No,No,Hand pump,Over a month,No,other
North,Port Loko,Kaffu Bullom,Ritifunk,mosques well,protec dug_well,Functional in use,Always water,Yes,Community,WASH management committee,Yes,Yes,Hand pump,Less than a week,Yes,WASH management committee
North,Port Loko,Kaffu Bullom,Rotifunk town,community well,protec dug_well,Functional in use,Seasonal,Yes,Community,Other community group,No,Yes,"Hand manual (e.g. rope pump, rope & bucket)",never broken,No,other
North,Bombali,Biriwa,Kanikay,R.C Little Flower Primary School Well.2,protec dug_well,Functional in use,Seasonal,Yes,School,Other community group,No,No,Hand pump,Over a month,No,other
North,Port Loko,Marampa,Kerrfay,Central mosque water well Kerrfay,protec dug_well,Functional in use,Always water,Yes,Community,Other community group,Yes,No,Hand pump,never broken,Yes,other
North,Tonkolili,Yoni,mile 91,community,public tap/kiosk,Functional in use,Always water,Yes,Community,SALWACO,No,No,stand pipe,never broken,,SALWACO
North,Port Loko,Bureh Kasseh Makonteh,Mahera,Mahera community,unprotec dug_well,Broken down,Seasonal,No,Community,No management,No,Yes,,,,No management
North,Port Loko,Lokomasama,Forikolo,Ma. Mansaray Compound,protec dug_well,Functional in use,Always water,Yes,Community,No management,No,Yes,Hand pump,Over a month,No,No management
North,Port Loko,Masimera,Konta Line Village,Mohamed Kamara water well,protec dug_well,Broken down,Always water,Yes,Community,community people,Yes,Yes,Hand pump,Over a month,Yes,Community
North,Kambia,Magbema,Gbonkomaria,Hand pump,protec dug_well,Functional in use,Always water,Yes,Health Facility,NGO,No,No,Hand pump,More than a year,Yes,NGO
North,Koinadugu,Nieni,Firawa,Hand dug well,protec dug_well,Broken down,Always water,No,Community,Other community group,No,No,Hand pump,More than a year,No,other
North,Koinadugu,Sengbe,Dankawalie,CHP water well,protec dug_well,Functional in use,Seasonal,Yes,Health Facility,No management,No,Yes,Hand pump,Less than a week,Yes,No management
North,Bombali,Safroko Limba,Kamoria,Kamoria Community Well,borewell,Functional in use,Always water,Yes,Community,WASH management committee,Yes,No,Hand pump,never broken,No,WASH management committee
North,Bombali,Safroko Limba,Madiff,Madiff Community School,protec dug_well,Functional in use,Always water,Yes,School,NGO,No,No,Hand pump,never broken,Yes,NGO
North,Bombali,Makari Gbanti,Makamkry,Kasanga Islamic primary school water point,protec dug_well,Functional in use,Seasonal,Yes,School,WASH management committee,Yes,No,Hand pump,Over a month,No,WASH management committee
North,Bombali,Makari Gbanti,Royanka,community water point 1,protec dug_well,Functional in use,Seasonal,Yes,Community,WASH management committee,Yes,No,Hand pump,Over a month,No,WASH management committee
North,Tonkolili,Gbonkolenken,Patifu II,Patifu water Point,protec dug_well,Functional in use,Seasonal,Yes,Community,RODA,Yes,No,Hand pump,More than a year,No,other
North,Port Loko,Bureh Kasseh Makonteh,Magbando,Molai Sesay Compound,protec dug_well,Functional but damaged,Always water,Yes,Community,Other community group,No,Yes,Hand pump,Over a month,Yes,other
North,Bombali,Makari Gbanti,Rolarkor 2,community water point 2,borewell,Functional in use,Always water,Yes,Community,WASH management committee,Yes,No,Hand pump,never broken,No,WASH management committee
North,Bombali,Makari Gbanti,Makoth,saint Mark junior secondary school water point 2,protec dug_well,Functional but damaged,Seasonal,Yes,School,School,Yes,No,Hand pump,Over a month,No,School
North,Koinadugu,Nieni,yinffin,Hand dug well,protec dug_well,Broken down,Seasonal,No,School,School,No,No,Hand pump,I don't know,Unkown,School
North,Bombali,Tambakha,Sumata,Sumata Community Well,protec dug_well,Broken down,Dry always / Never water,No,Community,WASH management committee,Yes,No,Hand pump,More than a year,No,WASH management committee
North,Bombali,Safroko Limba,Binkolo,Kabo Corner Community Well,protec dug_well,Functional in use,Always water,Yes,Community,WASH management committee,Yes,No,Hand pump,never broken,No,WASH management committee
North,Port Loko,Buya Romende,kamasondo,By The court,protec dug_well,Functional in use,Seasonal,Yes,Community,Uknown,Yes,No,Hand pump,More than a year,No,Uknown
North,Bombali,Safroko Limba,Kaboli,Kaboli Community Well,protec dug_well,Functional in use,Always water,Yes,Community,WASH management committee,Yes,No,Hand pump,Over a month,No,WASH management committee
North,Port Loko,Bureh Kasseh Makonteh,Malal konteh,kankaylay Islamic School,protec dug_well,Functional but damaged,Seasonal,Yes,School,plan,Yes,Yes,Hand pump,I don't know,No,other
North,Port Loko,TMS,Mafonikay,Alimamy kargbo compound,protec dug_well,Functional in use,Always water,Yes,Community,WASH management committee,Yes,No,Hand pump,Over a month,Yes,WASH management committee
North,Port Loko,Dibia,Rogbaneh,Community well,protec dug_well,Functional NOT in use,Seasonal,Yes,Community,Other community group,Yes,Yes,Hand pump,Over a month,Yes,other
North,Port Loko,Kaffu Bullom,mamaknkie,hospital well,protec dug_well,Functional in use,Always water,Yes,Health Facility,WASH management committee,Yes,Yes,Hand pump,I don't know,Yes,WASH management committee
North,Koinadugu,Neya,Mansofinia,Mansofinia market hand pump,protec dug_well,Broken down,Seasonal,No,Community,Other community group,No,No,Hand pump,I don't know,No,other
North,Koinadugu,Kasunko,Fadugu,Fadugu CHC tap,private tap,Functional in use,Seasonal,Yes,Health Facility,Health Facility,Yes,No,,never broken,,Health Facility
North,Port Loko,Buya Romende,Mabuya Town,Mabuya Town Community Water Well,protec dug_well,Broken down,Always water,Yes,Community,Other community group,Yes,No,Hand pump,Over a month,Yes,other
North,Bombali,Sella Limba,Kadaimba 1,Kadaimba 1 com well.,protec dug_well,Functional in use,Seasonal,Yes,Community,NGO,Yes,Yes,Hand pump,Over a month,No,NGO
North,Koinadugu,Sengbe,Bambukoro,school well,protec dug_well,Broken down,Seasonal,Yes,School,School,No,No,Hand pump,Over a month,Yes,School
North,Port Loko,Marampa,Mamusa village,near mohamed A kamara house water point,protec dug_well,Functional in use,Seasonal,Yes,Community,Other community group,No,No,Hand pump,Less than a week,Yes,other
North,Koinadugu,Mongo,Kamaron,Private well,unprotec dug_well,Functional but damaged,Always water,Yes,Private Individual,Privat owner,Unknown,No,"Hand manual (e.g. rope pump, rope & bucket)",I don't know,No,other
North,Koinadugu,Neya,Worekoro,Hand dug well,protec dug_well,Functional in use,Seasonal,Yes,School,Other community group,No,No,Hand pump,never broken,No,other
North,Tonkolili,Kunike,masingbi,sesay street,borewell,Broken down,Seasonal,Yes,Community,Other community group,Unknown,Don't know,Gravity,More than a year,Unkown,other
